group	x	y	key
56	2.67352615552954	0.755443049198326	21
57	1.25836883042939	0.805537291466637	23
58	-1.37222452019341	0	24
59	-0.66389665636234	0.426896976626486	25
60	-1.93304833420552	0.306042067435343	27
61	-0.0880602146498859	0.378208391413034	28
62	2.34845422860235	0.848141352085387	29
63	0.410400577355176	0.417505169696844	31
64	0.997829127125442	0.770676774085712	32
65	0.467706535244361	0.683421160316938	33
66	2.13686659303494	1	35
67	1.34233369096182	0.724619335587316	36
68	1.9711993036326	0.5423979300051	37
69	1.61855473020114	0.496976769503823	39
70	0.0563721482176334	0.374464244233303	40
71	-0.139380501816049	0.410480302025569	2
72	2.49194842483848	0.842441168783225	6
73	-1.69106864766218	0.510210551757553	10
74	-0.079481408931315	0.284343943567937	14
75	2.95953047415242	0.884724644334817	18
76	-0.93928739358671	0.275145809640686	22
77	-0.069429537281394	0.477274155795884	26
78	-0.298255016561598	0.432757584456708	30
79	-1.06891199294478	0.381765431303972	34
80	-1.46028187056072	0.130258351867927	38
81	-0.6724566842895	0.0521926638958948	1
82	0.864266816759482	0.0526534406576389	3
83	2.54103894997388	0.795617936041951	4
84	-0.991590344812721	0.106645836751551	5
85	2.72337634302676	0.962054157738469	7
86	1.30398896243423	0.356741526308907	8
87	1.1455702194944	0.256562185647554	9
88	-0.970127125503495	0.104096914992043	11
89	-1.11721623735502	0.156827367636104	12
90	1.43511423328891	0.453329131955368	13
91	1.84920709999278	0.42267960340893	15
92	0.488496210426092	0.053725891722695	16
93	1.58809254132211	0.311968123775791	17
94	-0.0998241028282791	0.125879150356022	19
95	1.88722610659897	0.441542395020635	20
96	2.67352615552954	0.798563647356869	21
97	1.25836883042939	0.220656806522113	23
98	-1.37222452019341	0.257321397898159	24
99	-0.66389665636234	0.107950215141719	25
100	-1.93304833420552	0.472101023180538	27
101	-0.0880602146498859	0.0673491528970462	28
102	2.34845422860235	0.600384039983738	29
103	0.410400577355176	0.0956773200723318	31
104	0.997829127125442	0.115205785593697	32
105	0.467706535244361	0.152850882387971	33
106	2.13686659303494	0.604678158922065	35
107	1.34233369096182	0.0997128846733638	36
108	1.9711993036326	0.463501708449577	37
109	1.61855473020114	0.28627564264088	39
110	0.0563721482176334	0.0647363555507588	40
111	-0.139380501816049	0.0773690457007656	2
112	2.49194842483848	0.944913596615351	6
113	-1.69106864766218	0.568415082084597	10
114	-0.079481408931315	0	14
115	2.95953047415242	1	18
116	-0.93928739358671	0.314516826263878	22
117	-0.069429537281394	0.149260514359023	26
118	-0.298255016561598	0.0448335125746415	30
119	-1.06891199294478	0.0294339416061981	34
120	-1.46028187056072	0.246438076263463	38
121	-0.6724566842895	0.3786511797947	1
122	0.864266816759482	0.415350354070283	3
123	2.54103894997388	0.150678999912504	4
124	-0.991590344812721	0.49614754092825	5
125	2.72337634302676	0.526033271542848	7
126	1.30398896243423	0.221450887018847	8
127	1.1455702194944	0.029602177036016	9
128	-0.970127125503495	0.726612014722272	11
129	-1.11721623735502	0.657632372046278	12
130	1.43511423328891	0.172084833023998	13
131	1.84920709999278	0	15
132	0.488496210426092	0.50214094476427	16
133	1.58809254132211	0.366052762787398	17
134	-0.0998241028282791	0.456634750977235	19
135	1.88722610659897	0.493971188058854	20
136	2.67352615552954	0.281447713585346	21
137	1.25836883042939	0.374654745307814	23
138	-1.37222452019341	0.790807362332666	24
139	-0.66389665636234	0.569237311591505	25
140	-1.93304833420552	0.622834442501831	27
141	-0.0880602146498859	0.450738471937287	28
142	2.34845422860235	0.197641501257129	29
143	0.410400577355176	1	31
144	0.997829127125442	0.67593320675765	32
145	0.467706535244361	0.727614408304534	33
146	2.13686659303494	0.169740250355461	35
147	1.34233369096182	0.213780793852683	36
148	1.9711993036326	0.334798092239611	37
149	1.61855473020114	0.370079527830956	39
150	0.0563721482176334	0.838116411942147	40
151	-0.139380501816049	0.833506689493216	2
152	2.49194842483848	0.108402318153594	6
153	-1.69106864766218	0.418936127239046	10
154	-0.079481408931315	0.523600949835691	14
155	2.95953047415242	0.127466916031758	18
156	-0.93928739358671	0.625244872487139	22
157	-0.069429537281394	0.985008188745642	26
158	-0.298255016561598	0.69090442137561	30
159	-1.06891199294478	0.649009955577042	34
160	-1.46028187056072	0.965751528287355	38
